1,1
1,2
1,6
1,8
1,10
1,19
2,1
2,2
2,3
2,11
2,15
2,23
3,1
3,3
3,4
3,5
3,7
3,14
3,21
3,29
4,1
4,4
4,16
4,17
5,4
5,5
5,27
5,29
6,3
6,6
6,12
6,18
6,25
7,1
7,7
7,9
8,3
8,8
8,20
9,2
9,3
9,9
9,28
10,9
10,10
10,18
11,10
11,11
11,13
11,22
12,4
12,8
12,12
12,24
12,30
13,9
13,13
13,26
13,31
14,7
14,14
14,31
15,11
15,15
15,25
16,6
16,16
16,17
16,20
17,8
17,17
17,23
17,30
18,11
18,18
18,25
18,26
19,9
19,19
20,15
20,18
20,20
21,2
21,7
21,10
21,21
21,23
22,16
22,22
22,26
23,5
23,9
23,10
23,23
23,30
24,12
24,24
24,25
24,27
24,32
25,10
25,25
26,1
26,19
26,24
26,26
26,27
27,5
27,8
27,9
27,10
27,27
27,29
28,2
28,28
28,32
29,3
29,11
29,29
30,18
30,30
31,7
31,31
32,21
32,29
32,32
