1,2
1,3
1,4
1,5
1,6
1,11
1,14
1,15
1,16
1,17
1,18
1,19
1,28
1,41
2,1
2,3
2,5
2,6
2,12
2,13
2,19
2,20
2,30
3,1
3,2
3,6
3,11
3,20
3,21
3,22
3,23
3,24
3,25
3,26
3,27
3,29
3,41
3,42
4,1
4,5
4,6
4,7
4,8
4,9
5,1
5,2
5,4
5,6
5,8
5,9
5,12
5,13
6,1
6,2
6,3
6,4
6,5
6,9
6,11
6,13
7,4
7,8
7,9
7,10
8,4
8,5
8,7
8,9
8,10
9,4
9,5
9,6
9,7
9,8
9,10
10,7
10,8
10,9
10,52
11,1
11,3
11,6
12,2
12,5
12,13
13,2
13,5
13,6
13,12
14,1
14,15
15,1
15,14
15,16
16,1
16,15
16,17
17,1
17,16
17,18
18,1
18,17
18,19
19,1
19,2
19,18
20,2
20,3
20,21
21,3
21,20
21,22
22,3
22,21
22,23
23,3
23,22
23,24
24,3
24,23
24,25
25,3
25,24
25,26
26,3
26,25
26,27
27,3
27,26
28,1
28,29
28,30
28,31
28,32
28,33
28,34
28,35
28,42
28,43
29,3
29,28
29,30
29,35
29,36
29,42
30,2
30,28
30,29
30,36
30,37
30,38
30,39
31,28
31,32
31,40
32,28
32,31
32,33
32,40
33,28
33,32
33,34
33,40
34,28
34,33
34,35
34,40
35,28
35,29
35,34
35,36
35,37
35,38
35,39
35,40
36,29
36,30
36,35
36,37
37,30
37,35
37,36
37,38
38,30
38,35
38,37
38,39
39,30
39,35
39,38
39,40
40,31
40,32
40,33
40,34
40,35
40,39
41,1
41,3
41,42
41,43
41,48
41,49
42,3
42,28
42,29
42,41
42,43
42,47
42,51
43,28
43,41
43,42
43,44
43,50
44,43
44,45
44,48
44,50
45,44
45,46
46,45
46,47
47,42
47,46
47,49
47,51
48,41
48,44
48,49
49,41
49,47
49,48
50,43
50,44
50,51
51,42
51,47
51,50
52,10
52,53
52,58
52,59
52,60
53,52
53,54
53,59
54,53
54,55
54,59
54,61
55,54
55,56
55,58
55,59
55,61
56,55
56,57
56,58
56,61
56,62
57,52
57,56
57,58
57,60
57,62
58,52
58,55
58,56
58,57
58,59
58,60
59,52
59,53
59,54
59,55
59,58
60,52
60,57
60,58
61,54
61,55
61,56
61,62
62,56
62,57
62,61
