1,19
1,40
1,92
1,107
2,21
2,53
2,54
3,20
3,61
3,62
4,18
4,41
4,42
4,45
4,80
4,105
4,106
5,16
5,79
5,103
6,17
6,75
6,100
7,25
7,34
7,98
7,108
8,27
8,65
8,66
9,26
9,73
9,74
10,24
10,33
10,35
10,38
10,97
10,114
10,115
11,22
11,87
11,109
12,23
12,91
12,111
13,30
13,31
13,32
14,28
15,36
15,37
15,39
15,43
15,44
15,96
15,117
16,4
16,78
16,102
17,5
17,77
17,104
18,6
18,76
18,101
19,3
19,59
19,60
20,2
20,57
20,58
21,1
21,55
21,56
22,10
22,88
22,112
23,11
23,89
23,110
24,12
24,90
24,113
25,9
25,71
25,72
26,8
26,69
26,70
27,7
27,67
27,68
28,51
29,47
30,49
31,14
31,50
32,46
33,7
33,99
34,15
34,64
35,15
35,84
36,10
36,85
37,10
37,86
38,13
38,63
39,13
39,95
40,15
40,93
40,118
41,1
41,94
41,116
42,15
42,83
42,121
43,4
43,82
43,120
44,4
44,81
44,119
45,13
45,52
46,29
46,48
47,29
48,46
49,30
50,31
51,28
52,45
53,2
54,2
55,21
56,21
57,20
58,20
59,19
60,19
61,3
62,3
63,38
64,34
65,8
66,8
67,27
68,27
69,26
70,26
71,25
72,25
73,9
74,9
75,6
76,18
77,17
78,16
79,5
80,4
81,44
82,43
83,42
84,35
85,36
86,37
87,11
88,22
89,23
90,24
91,12
92,1
93,40
94,41
95,39
96,15
97,10
98,7
99,33
100,6
101,18
102,16
103,5
104,17
105,4
106,4
107,1
108,7
109,11
110,23
111,12
112,22
113,24
114,10
115,10
116,41
117,15
118,40
119,44
120,43
121,42
